Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,BELLEVUE DOWNTOWN PARK 1,10201 NE 4th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.613224,-122.206542,2022-01-14,172053,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,777 GREENSBORO 1,1765 Greensboro,,McLean,VA,22102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.922651,-77.23375,2022-01-14,172054,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,KOCH 33 TOYOTA KOCH 33 TOYOTA,3816 Hecktown Rd,,Easton,PA,18045,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.701882,-75.288509,2022-01-14,172055,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HY VEE DES MOINES 5W,1107 E Army Post Rd,,Des Moines,IA,50315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.525143,-93.601784,2022-01-14,172056,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CHARGEPOINT BW PORT 2A PORT 2B,1215 N Hayden Meadows Dr.,,Portland,OR,97217,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.593972,-122.680992,2022-01-14,172057,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,200 RIVERWOOD STATION 2,3250 Walton Riverwood Ln SE,,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.876877,-84.459206,2022-01-14,172058,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,200 RIVERWOOD STATION 4,3250 Walton Riverwood Ln SE,,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.87683,-84.45916,2022-01-14,172059,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MEDFORD BMW STATION 01,4600 Grumman Dr,,Medford,OR,97504,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.381273,-122.857196,2022-01-14,172060,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,400 DEXTER AVE 400 DEXTER #2,400 Dexter Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.622329,-122.342153,2022-01-14,172061,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PARK AVENUE STATION 4,820 SW Morrison St,,Portland,OR,97205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.519462,-122.680845,2022-01-14,172062,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PARK AVENUE STATION 2,727-789 SW Park Ave,,Portland,OR,97205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.519447,-122.680796,2022-01-14,172063,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DEPT OF ECOLOGY HQ 3,300 Desmond DR SE,,Lacey,WA,98516,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.047753,-122.806515,2022-01-14,172064,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DEPT OF ECOLOGY HQ 2,300 Desmond Dr SE,,Lacey,WA,98516,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.047793,-122.806523,2022-01-14,172065,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DEPT OF ECOLOGY HQ 4,300 Desmond Dr SE,,Lacey,WA,98516,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.047695,-122.806503,2022-01-14,172066,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @MWSU -036B,4520 Downs Dr @ Missouri Western State Univer,,St Joseph,MO,64507,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.755958,-94.786676,2022-01-14,172067,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @SUN FRESH-261B,11201 Locust St @ Lapari's Sun Fresh,,Kansas City,MO,64131,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.923922,-94.585846,2022-01-14,172068,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @SUN FRESH-261C,11201 Locust St @ Lapari's Sun Fresh,,Kansas City,MO,64131,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.923927,-94.58597,2022-01-14,172069,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @VERNON APT263B,4445 Washington St @ Vernon on Washington Apa,,Kansas City,MO,64111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.046631,-94.591656,2022-01-14,172070,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,METROPARK EV 1,33 S Wood Ave,,Woodbridge Township,NJ,08830,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.564998,-74.328823,2022-01-14,172071,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @KC U MED -015A,540 Highland Ave @ KC Univ. of Med. &amp; Bio,,Kansas City,MO,64106,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.108794,-94.562143,2022-01-14,172072,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @JCCC -025A,21151 W 152nd St @ Johnson Co. Community Coll,,Olathe,KS,66062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.852843,-94.830306,2022-01-14,172073,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @JCCC -025C,21151 W 152nd St @ Johnson Co. Community Coll,,Olathe,KS,66062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.852949,-94.830436,2022-01-14,172074,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @HNTB GAR-242B,715 Kirk Dr @ HNTB Parking Garage,,Kansas City,MO,64105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.100863,-94.591899,2022-01-14,172075,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @HNTB GAR-242A,715 Kirk Dr @ HNTB Parking Garage,,Kansas City,MO,64105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.100861,-94.59193,2022-01-14,172076,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @PARKEDGE -048C,8133 Renner Blvd @ Park Edge Apartments,,Lenexa,KS,66219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.980843,-94.778007,2022-01-14,172077,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @PARKEDGE -048A,8133 Renner Blvd @ Park Edge Apartments,,Lenexa,KS,66219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.980801,-94.778043,2022-01-14,172078,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @AUDPLZA PG178B,1230 Wyandotte St @ KCMO Auditorium Plaza Par,,Kansas City,MO,64105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.099582,-94.586228,2022-01-14,172079,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @AUDPLZA PG178A,1230 Wyandotte St @ KCMO Auditorium Plaza Par,,Kansas City,MO,64105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.099576,-94.586133,2022-01-14,172080,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @2600GRAND-236C,2600 Grand Blvd @ 2600 Grand Parking Garage,,Kansas City,MO,64108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.079615,-94.583864,2022-01-14,172081,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @2600GRAND-236A,2600 Grand Blvd @ 2600 Grand Parking Garage,,Kansas City,MO,64108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.079619,-94.583971,2022-01-14,172082,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC VCC UNIT 02,1800 S Kirkman Rd,,Orlando,FL,32835,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.523206,-81.464349,2022-01-14,172083,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BREIT EV GROUP CIRA STATION 01,2929 Walnut St,,Philadelphia,PA,19104,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.952093,-75.183788,2022-01-14,172084,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS ALN STATION 1,735 Krocks Ct,,Allentown,PA,18106,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.564565,-75.566394,2022-01-14,172085,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BMW OF DALLAS STATION 02,6200 Lemmon Ave,,Dallas,TX,75209,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.834384,-96.828515,2022-01-14,172086,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MERCY HEALTH STATION 2,1010 Three Springs Avenue,,Durango,CO,81301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.235102,-107.825725,2022-01-14,172087,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY HALL SOUTH NUM 4,5613-5637 Vance St,,Arvada,CO,80002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.798887,-105.079468,2022-01-14,172088,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY HALL NORTH NUM 1,5613-5637 Vance St,,Arvada,CO,80002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.798858,-105.079463,2022-01-14,172089,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY HALL NORTH NUM 2,5613-5637 Vance St,,Arvada,CO,80002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.798849,-105.079556,2022-01-14,172090,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,THE TOMSCOT A,3015 N Scottsdale Rd,,Scottsdale,AZ,85251,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.482018,-111.92494,2022-01-14,172091,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @SPEEDYS - 233A,4623 N Village Dr @ Speedys Convenience Store,,St Joseph,MO,64506,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.811166,-94.805746,2022-01-14,172092,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @K-STATE -011B,22199 W Innovation Dr @ K-State Olathe,,Olathe,KS,66061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.929386,-94.8427,2022-01-14,172093,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @K-STATE -011A,22199 W Innovation Dr @ K-State Olathe,,Olathe,KS,66061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.929421,-94.842747,2022-01-14,172094,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @WALMART -066C,11703 Metcalf Ave @ Walmart #1599,,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.91501,-94.666271,2022-01-14,172095,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @WALMART -066B,11703 Metcalf Ave @ Walmart #1599,,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.91496,-94.666273,2022-01-14,172096,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ROYAL FARMS RFS 139 DC #2,6 W Lebanon Rd,,Dover,DE,19901,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.117777,-75.516134,2022-01-14,172097,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MGM RESORTS INT EXCALIBUR ST2,Luxor Dr,,Las Vegas,NV,89109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.098025,-115.178486,2022-01-14,172098,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,D3_BMW SCHAUM STATION 1- WEST,498 Commerce Dr,,Schaumburg,IL,60173,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.061127,-88.067102,2022-01-14,172100,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,D3_BMW SCHAUM STATION 2- EAST,498 Commerce Dr,,Schaumburg,IL,60173,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.061132,-88.067134,2022-01-14,172101,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @WALMART -031B,1701 W 133rd St @ Walmart #2955,,Kansas City,MO,64145,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.886443,-94.605507,2022-01-14,172102,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @WALMART -031A,1701 W 133rd St @ Walmart #2955,,Kansas City,MO,64145,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.886443,-94.605571,2022-01-14,172103,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @JO CONTRL-049B,4101 N Mattox Rd @ Johnson Controls,,Riverside,MO,64150,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.169983,-94.645583,2022-01-14,172104,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EVERGY @JO CONTRL-049C,4101 N Mattox Rd @ Johnson Controls,,Riverside,MO,64150,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.169981,-94.645653,2022-01-14,172105,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SEVIERVILLE TANGER OUTLET 2,1641 Parkway,,Sevierville,TN,37862,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.832928,-83.570396,2022-01-14,172106,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MAIN LOT TANGER EV-2,350 84th St SW,,Byron Center,MI,49315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.810398,-85.672621,2022-01-14,172107,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,VM CHARGERS VIRGINIA MASON3,1012 Terry Ave,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.609553,-122.326337,2022-01-14,172108,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,VM CHARGERS VIRGINIA MASON1,1012 Terry Ave,,Seattle,WA,98101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.609501,-122.326457,2022-01-14,172109,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PRESTIGE BMW DC FAST 02,955 NJ-17,,Ramsey,NJ,07446,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.064867,-74.131106,2022-01-14,172111,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PRESTIGE BMW DC FAST 01,955 NJ-17,,Ramsey,NJ,07446,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.0648,-74.131138,2022-01-14,172112,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DOMINO'S FARMS DOMINO'S FARMS,24 Frank Lloyd Wright Dr,,Ann Arbor,MI,48105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.316472,-83.683413,2022-01-14,172113,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,IRL WEST RAMP QUARRY RD L2 #1,906 Quarry Rd,,Coralville,IA,52241,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.682538,-91.560227,2022-01-14,172114,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,IRL WEST RAMP QUARRY RD L3 #2,906 Quarry Rd.,,Coralville,IA,52241,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.682572,-91.56019,2022-01-14,172115,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,IRL WEST RAMP QUARRY RD L3 #1,906 Quarry Rd,,Coralville,IA,52241,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.68254,-91.560171,2022-01-14,172116,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,IRL WEST RAMP QUARRY RD L2 #2,906 Quarry Rd,,Coralville,IA,52241,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.682578,-91.560217,2022-01-14,172117,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,IRL WEST RAMP QUARRY RD L1 #2,906 Quarry Rd,,Coralville,IA,52241,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.682578,-91.560286,2022-01-14,172118,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PLAYHOUSE BIT PLAYHOUSE 2,680 E Colorado Blvd,,Pasadena,CA,91101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.145377,-118.136559,2022-01-14,172119,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PLAYHOUSE BIT PLAYHOUSE 1,680 E Colorado Blvd.,,Pasadena,CA,91101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.145407,-118.136559,2022-01-14,172120,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CONSTELLATIONMC CCBC DUNDALK 2,7200 Sollers Point Rd,,Dundalk,MD,21222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.267657,-76.51219,2022-01-14,172121,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,FLKS CAMPUS STATION 02,1 Becton Dr,,Franklin Lakes,NJ,07417,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.016346,-74.211628,2022-01-14,172122,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,FLKS CAMPUS STATION 03,1 Becton Dr,,Franklin Lakes,NJ,07417,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.016328,-74.211641,2022-01-14,172123,2022-01-14 00:29:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
